,Car,Colour,Price,Links
757,2021 Volvo XC90,Gray,"$87,990",https://www.carpages.ca/used-cars/nova-scotia/halifax/2021-volvo-xc90-8219745/
758,2022 Ford F-150,Smoked Quartz Tinted Cc Metallic,"$79,630",https://www.carpages.ca/new-cars/ontario/mississauga/2022-ford-f-150-8219703/
759,2020 Ford Fusion Hybrid,Gray,"$34,995",https://www.carpages.ca/used-cars/british-columbia/abbotsford/2020-ford-fusion-hybrid-8217330/
760,2021 Audi RS 6,Tango Red Metallic,"$169,000",https://www.carpages.ca/used-cars/manitoba/winnipeg/2021-audi-rs-6-8215941/
761,2014 Toyota Prius,Black,"$25,800",https://www.carpages.ca/used-cars/british-columbia/new-westminster/2014-toyota-prius-8215323/
762,2014 Toyota Prius,Black,"$23,800",https://www.carpages.ca/used-cars/british-columbia/new-westminster/2014-toyota-prius-8215317/
763,2022 Jeep Wrangler,White,"$77,780",https://www.carpages.ca/new-cars/ontario/thornhill/2022-jeep-wrangler-8215191/
764,2022 Ford Escape,STAR WHITE METALLIC TRI-COAT,"$46,994",https://www.carpages.ca/new-cars/british-columbia/sechelt/2022-ford-escape-8214156/
765,2019 Audi Q8,,"$76,998",https://www.carpages.ca/used-cars/alberta/edmonton/2019-audi-q8-8212776/
766,2021 Audi RS 6,Daytona Gray Pearl,"$170,900",https://www.carpages.ca/used-cars/manitoba/winnipeg/2021-audi-rs-6-8210211/
767,2022 RAM 1500,Diamond Black Crystal Pearlcoat,"$91,730",https://www.carpages.ca/new-cars/nova-scotia/halifax/2022-ram-1500-8209443/
768,2021 Toyota Corolla,Super White,"$33,896",https://www.carpages.ca/used-cars/quebec/laval/2021-toyota-corolla-8208282/
769,2022 RAM 1500,White,"$89,655",https://www.carpages.ca/new-cars/british-columbia/surrey/2022-ram-1500-8207478/
770,2022 RAM 1500,Black,"$89,624",https://www.carpages.ca/new-cars/british-columbia/surrey/2022-ram-1500-8207217/
771,2022 RAM 1500,Black,"$76,003",https://www.carpages.ca/new-cars/british-columbia/surrey/2022-ram-1500-8207184/
772,2022 RAM 1500,Black,"$77,018",https://www.carpages.ca/new-cars/british-columbia/surrey/2022-ram-1500-8207178/
773,2022 RAM 1500,White,"$75,483",https://www.carpages.ca/new-cars/british-columbia/surrey/2022-ram-1500-8207166/
774,2022 RAM 1500,White,"$73,732",https://www.carpages.ca/new-cars/british-columbia/surrey/2022-ram-1500-8207067/
775,2022 RAM 1500,Black,"$77,384",https://www.carpages.ca/new-cars/british-columbia/surrey/2022-ram-1500-8207007/
776,2022 RAM 1500,Black,"$77,514",https://www.carpages.ca/new-cars/british-columbia/surrey/2022-ram-1500-8207004/
777,2022 RAM 1500,White,"$77,254",https://www.carpages.ca/new-cars/british-columbia/surrey/2022-ram-1500-8206992/
778,2016 Toyota Highlander,Black,"$33,745",https://www.carpages.ca/used-cars/ontario/concord/2016-toyota-highlander-8206914/
779,2022 RAM 1500,Grey,"$91,434",https://www.carpages.ca/new-cars/british-columbia/surrey/2022-ram-1500-8206869/
780,2022 RAM 1500,Grey,"$76,913",https://www.carpages.ca/new-cars/british-columbia/surrey/2022-ram-1500-8206857/
781,2022 RAM 1500,White,"$81,030",https://www.carpages.ca/new-cars/british-columbia/surrey/2022-ram-1500-8206773/
782,2021 Jeep Wrangler,White,"$58,805",https://www.carpages.ca/new-cars/british-columbia/surrey/2021-jeep-wrangler-8206710/
783,2021 Jeep Wrangler,Black,"$55,776",https://www.carpages.ca/new-cars/british-columbia/surrey/2021-jeep-wrangler-8206704/
784,2022 Ford F-150,Iconic Silver Metallic,"$67,650",https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-ford-f-150-8206155/
785,2021 Toyota Corolla,Blue,"$33,899",https://www.carpages.ca/used-cars/alberta/edmonton/2021-toyota-corolla-8205621/
786,2020 Land Rover Defender,Black,"$91,499",https://www.carpages.ca/used-cars/alberta/edmonton/2020-land-rover-defender-8205585/
787,2022 Jeep Grand Wagoneer,Black,"$90,470",https://www.carpages.ca/new-cars/alberta/peace-river/2022-jeep-grand-wagoneer-8205030/
788,2021 Jeep Wrangler,Red,"$66,415",https://www.carpages.ca/new-cars/northwest-territories/yellowknife/2021-jeep-wrangler-8203956/
789,2021 Jeep Wrangler,Black,"$65,420",https://www.carpages.ca/new-cars/northwest-territories/yellowknife/2021-jeep-wrangler-8203932/
790,2021 Jeep Wrangler,White,"$60,830",https://www.carpages.ca/new-cars/northwest-territories/yellowknife/2021-jeep-wrangler-8203911/
791,2021 Jeep Wrangler,White,"$60,230",https://www.carpages.ca/new-cars/northwest-territories/yellowknife/2021-jeep-wrangler-8203803/
792,2022 RAM 1500,Silver,"$79,905",https://www.carpages.ca/new-cars/northwest-territories/yellowknife/2022-ram-1500-8203782/
793,2022 RAM 1500,,"$90,807",https://www.carpages.ca/new-cars/alberta/edmonton/2022-ram-1500-8203089/
794,2022 Jeep Grand Wagoneer,Black,"$94,475",https://www.carpages.ca/new-cars/alberta/edmonton/2022-jeep-grand-wagoneer-8202735/
795,2022 Chrysler Pacifica,White,"$59,731",https://www.carpages.ca/new-cars/alberta/edmonton/2022-chrysler-pacifica-8202657/
796,2022 Chrysler Pacifica,,"$56,981",https://www.carpages.ca/new-cars/alberta/edmonton/2022-chrysler-pacifica-8202594/
797,2021 Jeep Wrangler,White,"$47,807",https://www.carpages.ca/new-cars/alberta/edmonton/2021-jeep-wrangler-8202441/
798,2022 Chrysler Pacifica,White,"$58,636",https://www.carpages.ca/new-cars/alberta/edmonton/2022-chrysler-pacifica-8202414/
799,2022 RAM 1500,,"$90,020",https://www.carpages.ca/new-cars/alberta/edmonton/2022-ram-1500-8202339/
800,2022 RAM 1500,,"$80,229",https://www.carpages.ca/new-cars/alberta/edmonton/2022-ram-1500-8202072/
801,2022 RAM 1500,Blue,"$80,074",https://www.carpages.ca/new-cars/alberta/edmonton/2022-ram-1500-8202069/
802,2022 RAM 1500,White,"$92,069",https://www.carpages.ca/new-cars/alberta/edmonton/2022-ram-1500-8202060/
803,2022 Ford F-150,Agate Black Metallic,"$81,595",https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-ford-f-150-8201874/
804,2019 Toyota Camry,Silver,"$32,497",https://www.carpages.ca/used-cars/alberta/edmonton/2019-toyota-camry-8201805/
805,2022 Hyundai IONIQ,Grey,"$54,154",https://www.carpages.ca/new-cars/alberta/edmonton/2022-hyundai-ioniq-8201754/
806,2017 Chevrolet Malibu,Iridescent Pearl Tricoat,"$26,888",https://www.carpages.ca/used-cars/ontario/stratford/2017-chevrolet-malibu-8200044/
807,2022 Jeep Grand Cherokee,Black,"$90,300",https://www.carpages.ca/new-cars/ontario/thornhill/2022-jeep-grand-cherokee-8199561/
808,2022 Jeep Grand Cherokee,Gray,"$94,145",https://www.carpages.ca/new-cars/ontario/thornhill/2022-jeep-grand-cherokee-8199558/
809,2022 Ford F-150,RACE RED,"$55,215",https://www.carpages.ca/new-cars/ontario/mississauga/2022-ford-f-150-8199072/
810,2022 Ford F-150,Agate Black Metallic,"$80,780",https://www.carpages.ca/new-cars/ontario/mississauga/2022-ford-f-150-8199063/
811,2021 Lincoln Aviator,PRISTINE WHITE,"$93,800",https://www.carpages.ca/used-cars/saskatchewan/moose-jaw/2021-lincoln-aviator-8198892/
812,2022 Jeep Grand Wagoneer,Bright White,"$92,803",https://www.carpages.ca/new-cars/saskatchewan/weyburn/2022-jeep-grand-wagoneer-8198871/
813,2022 Hyundai IONIQ,Grey,"$69,997",https://www.carpages.ca/new-cars/alberta/edmonton/2022-hyundai-ioniq-8197314/
814,2022 Hyundai Tucson,Grey,"$52,924",https://www.carpages.ca/new-cars/alberta/edmonton/2022-hyundai-tucson-8197266/
815,2022 Ford F-150,Rapid Red Metallic Tinted Clearcoat,"$72,700",https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-ford-f-150-8194110/
816,2018 BMW 3 Series,White,"$44,995",https://www.carpages.ca/used-cars/british-columbia/abbotsford/2018-bmw-3-series-8193774/
817,2022 Ford F-150,Carbonized Grey Metallic,"$58,960",https://www.carpages.ca/new-cars/ontario/ottawa/2022-ford-f-150-8193735/
818,2022 Ford F-150,RAPID RED MET TINTED CC,"$77,845",https://www.carpages.ca/new-cars/ontario/mississauga/2022-ford-f-150-8193684/
819,2020 RAM 1500,Diamond Black Crystal Pearl,"$45,273",https://www.carpages.ca/used-cars/ontario/guelph/2020-ram-1500-8192208/
820,2022 Jeep Wrangler,White,"$65,548",https://www.carpages.ca/used-cars/ontario/innisfil/2022-jeep-wrangler-8190666/
821,2022 Jeep Wrangler,Black,"$72,833",https://www.carpages.ca/used-cars/ontario/innisfil/2022-jeep-wrangler-8190663/
822,2022 Hyundai Tucson,Amazon Grey,"$45,474",https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-hyundai-tucson-8190498/
823,2022 Hyundai Tucson,ASH BLACK,"$45,474",https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-hyundai-tucson-8190495/
824,2018 Toyota Prius,Gray,"$36,850",https://www.carpages.ca/used-cars/ontario/ottawa/2018-toyota-prius-8190042/
825,2018 Chevrolet Volt,Pewter,"$29,995",https://www.carpages.ca/used-cars/ontario/perth/2018-chevrolet-volt-8190012/
826,2021 Ford F-150,STAR WHITE METALLIC TRI-COAT,"$79,800",https://www.carpages.ca/used-cars/manitoba/winnipeg/2021-ford-f-150-8188374/
827,2021 Jeep Wrangler,Bright White,"$59,844",https://www.carpages.ca/new-cars/saskatchewan/regina/2021-jeep-wrangler-8188101/
828,2020 Tesla Model 3,Solid Black,"$59,216",https://www.carpages.ca/used-cars/ontario/ottawa/2020-tesla-model-3-8187549/
829,2021 Land Rover Defender,White,"$100,495",https://www.carpages.ca/used-cars/alberta/edmonton/2021-land-rover-defender-8186613/
830,2020 Ford Escape,Black,"$39,996",https://www.carpages.ca/used-cars/saskatchewan/prince-albert/2020-ford-escape-8186130/
831,2019 Tesla Model 3,Red Multi-Coat,"$61,499",https://www.carpages.ca/used-cars/british-columbia/richmond/2019-tesla-model-3-8184630/
832,2019 Tesla Model X,Pearl White Multi-Coat,"$118,399",https://www.carpages.ca/used-cars/british-columbia/richmond/2019-tesla-model-x-8184576/
833,2019 Tesla Model 3,Deep Blue Metallic,"$57,956",https://www.carpages.ca/used-cars/ontario/ottawa/2019-tesla-model-3-8184525/
834,2020 Tesla Model 3,Pearl White Multi-Coat,"$70,991",https://www.carpages.ca/used-cars/manitoba/winnipeg/2020-tesla-model-3-8184105/
835,2022 Chrysler Pacifica,Ceramic Grey,"$63,680",https://www.carpages.ca/new-cars/saskatchewan/swift-current/2022-chrysler-pacifica-8181729/
836,2022 Volvo XC60,Onyx Black Metallic,"$74,820",https://www.carpages.ca/new-cars/nova-scotia/halifax/2022-volvo-xc60-8181684/
837,2022 Ford F-150,Agate Black Metallic,"$81,845",https://www.carpages.ca/new-cars/ontario/ottawa/2022-ford-f-150-8181435/
838,2022 Ford F-150,Atlas Blue Metallic,"$67,260",https://www.carpages.ca/new-cars/ontario/ottawa/2022-ford-f-150-8181429/
839,2018 BMW i3,Capparis White w/BMW i Frozen Blue Accent,"$37,495",https://www.carpages.ca/used-cars/ontario/brampton/2018-bmw-i3-8180604/
840,2013 Hyundai Sonata,Gray,"$14,988",https://www.carpages.ca/used-cars/alberta/calgary/2013-hyundai-sonata-8179075/
841,2020 Ford Fusion,Black,"$34,999",https://www.carpages.ca/used-cars/saskatchewan/prince-albert/2020-ford-fusion-8177599/
842,2022 RAM 1500,Granite Crystal Metallic,"$88,794",https://www.carpages.ca/new-cars/saskatchewan/regina/2022-ram-1500-8177401/
843,2022 Ford F-150,Iconic Silver Metallic,"$79,845",https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-ford-f-150-8174401/
844,2022 Hyundai Santa Fe,White,"$46,764",https://www.carpages.ca/new-cars/ontario/sudbury/2022-hyundai-santa-fe-8173171/
845,2022 Volvo XC60,Onyx Black Metallic,"$62,365",https://www.carpages.ca/new-cars/nova-scotia/halifax/2022-volvo-xc60-8171761/
846,2020 Ford F-150,Blue,"$48,999",https://www.carpages.ca/used-cars/manitoba/brandon/2020-ford-f-150-8171521/
847,2015 Lexus RX 450h,Grey,"$39,990",https://www.carpages.ca/used-cars/manitoba/steinbach/2015-lexus-rx-450h-8171104/
848,2016 Lincoln MKZ,Ingot Silver Metallic,"$25,000",https://www.carpages.ca/used-cars/manitoba/winnipeg/2016-lincoln-mkz-8167675/
849,2019 Ford Fusion,Burgundy,"$30,788",https://www.carpages.ca/used-cars/ontario/guelph/2019-ford-fusion-8167420/
850,2015 Acura RLX,Black,"$18,888",https://www.carpages.ca/used-cars/new-brunswick/dieppe/2015-acura-rlx-8166817/
851,2018 Chrysler Pacifica,White,"$41,989",https://www.carpages.ca/used-cars/ontario/st-thomas/2018-chrysler-pacifica-8166193/
852,2022 Hyundai KONA,Galactic Gray,"$52,008",https://www.carpages.ca/used-cars/ontario/brantford/2022-hyundai-kona-8163382/
853,2022 Hyundai Tucson,Titan Grey,"$42,774",https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-hyundai-tucson-8162560/
854,2021 Tesla Model 3,White,"$79,950",https://www.carpages.ca/used-cars/ontario/oakville/2021-tesla-model-3-8162449/
855,2021 Ford Mustang MACH-E,Silver,"$69,950",https://www.carpages.ca/used-cars/ontario/oakville/2021-ford-mustang-mach-e-8162398/
856,2020 Land Rover Discovery,Black,"$55,995",https://www.carpages.ca/used-cars/alberta/edmonton/2020-land-rover-discovery-8161873/
857,2019 Ford Fusion,Gray,"$30,925",https://www.carpages.ca/used-cars/ontario/guelph/2019-ford-fusion-8160637/
858,2022 Jeep Wrangler,White,"$75,975",https://www.carpages.ca/new-cars/ontario/bolton/2022-jeep-wrangler-8160511/
859,2022 Jeep Wrangler,White,"$80,370",https://www.carpages.ca/new-cars/ontario/bolton/2022-jeep-wrangler-8160505/
860,2022 Ford F-150,Oxford White,"$44,450",https://www.carpages.ca/new-cars/ontario/peterborough/2022-ford-f-150-8159938/
861,2021 Land Rover Defender,Blue,"$114,995",https://www.carpages.ca/used-cars/alberta/edmonton/2021-land-rover-defender-8156836/
862,2022 RAM 1500,Ivory Tri-Coat Pearl,"$88,899",https://www.carpages.ca/new-cars/saskatchewan/regina/2022-ram-1500-8155774/
863,2019 Audi Q8,Daytona Grey Pearl Effect,"$82,888",https://www.carpages.ca/used-cars/nova-scotia/halifax/2019-audi-q8-8155087/
864,2022 Hyundai Tucson,Crystal White,"$49,874",https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-hyundai-tucson-8153689/
865,2022 Land Rover Discovery,White,"$97,752",https://www.carpages.ca/new-cars/alberta/edmonton/2022-land-rover-discovery-8151889/
866,2021 Audi A5,Quantum Grey,"$61,000",https://www.carpages.ca/used-cars/manitoba/winnipeg/2021-audi-a5-8151538/
867,2022 Chrysler Pacifica,Granite Crystal Metallic,"$63,130",https://www.carpages.ca/new-cars/saskatchewan/swift-current/2022-chrysler-pacifica-8151073/
868,2022 Jeep Wrangler,Snazzberry Pearl,"$61,685",https://www.carpages.ca/new-cars/saskatchewan/swift-current/2022-jeep-wrangler-8151067/
869,2022 Ford F-150,Smoked Quartz Tinted Clearcoat,"$80,595",https://www.carpages.ca/new-cars/ontario/ottawa/2022-ford-f-150-8150482/
870,2020 Ford Escape,Magnetic Metallic,"$50,987",https://www.carpages.ca/used-cars/saskatchewan/moose-jaw/2020-ford-escape-8150323/
871,2022 Ford F-150,Antimatter Blue Metallic,"$84,960",https://www.carpages.ca/new-cars/alberta/vermilion/2022-ford-f-150-8150185/
872,2022 Jeep Wrangler,Granite Crystal Metallic,"$64,605",https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2022-jeep-wrangler-8147512/
873,2019 Ford Fusion,White,"$32,995",https://www.carpages.ca/used-cars/manitoba/winnipeg/2019-ford-fusion-8146231/
874,2020 Ford Explorer,Star White Tri-Coat,"$45,995",https://www.carpages.ca/used-cars/ontario/new-hamburg/2020-ford-explorer-8146147/
875,2022 Ford F-150,Antimatter Blue Metallic,"$67,095",https://www.carpages.ca/new-cars/ontario/mississauga/2022-ford-f-150-8146039/
876,2022 Ford F-150,Agate Black Metallic,"$76,330",https://www.carpages.ca/new-cars/ontario/mississauga/2022-ford-f-150-8146003/
877,2020 Mercedes-Benz GLE,Grey,"$80,999",https://www.carpages.ca/used-cars/ontario/north-york/2020-mercedes-benz-gle-8143792/
878,2020 Porsche Taycan,White,"$214,980",https://www.carpages.ca/used-cars/alberta/edmonton/2020-porsche-taycan-8143237/
879,2013 GMC Sierra 1500,Grey,"$25,900",https://www.carpages.ca/used-cars/british-columbia/cranbrook/2013-gmc-sierra-1500-8141872/
880,2022 Ford F-150,Oxford White,"$79,030",https://www.carpages.ca/new-cars/ontario/mississauga/2022-ford-f-150-8141482/
881,2021 Tesla Model 3,White,"$64,950",https://www.carpages.ca/used-cars/ontario/oakville/2021-tesla-model-3-8140648/
882,2021 Tesla Model 3,Grey,"$64,950",https://www.carpages.ca/used-cars/ontario/oakville/2021-tesla-model-3-8140645/
883,2022 Chrysler Pacifica,Brilliant Black Crystal Pearlcoat,"$61,480",https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2022-chrysler-pacifica-8138551/
884,2022 Chrysler Pacifica,Ceramic Gray Clearcoat,"$60,985",https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2022-chrysler-pacifica-8135593/
885,2021 RAM 1500,White,"$77,998",https://www.carpages.ca/used-cars/ontario/bolton/2021-ram-1500-8134960/
886,2022 Ford F-150,Agate Black,"$59,275",https://www.carpages.ca/new-cars/ontario/peterborough/2022-ford-f-150-8134540/
887,2022 Ford F-150,Oxford White,"$61,715",https://www.carpages.ca/new-cars/ontario/peterborough/2022-ford-f-150-8134534/
888,2022 Ford F-150,Oxford White,"$62,370",https://www.carpages.ca/new-cars/ontario/peterborough/2022-ford-f-150-8134507/
889,2022 Ford F-150,Oxford White,"$51,765",https://www.carpages.ca/new-cars/ontario/peterborough/2022-ford-f-150-8134504/
890,2022 Ford F-150,Carbonized Grey Metallic,"$72,245",https://www.carpages.ca/new-cars/ontario/mississauga/2022-ford-f-150-8134450/
891,2022 Ford F-150,Agate Black Metallic,"$77,450",https://www.carpages.ca/new-cars/ontario/mississauga/2022-ford-f-150-8134426/
892,2022 Ford F-150,Black,"$99,105",https://www.carpages.ca/new-cars/alberta/fort-saskatchewan/2022-ford-f-150-8132398/
893,2021 BMW X7,Alpine White,"$124,500",https://www.carpages.ca/used-cars/manitoba/winnipeg/2021-bmw-x7-8131309/
894,2018 Toyota RAV4,Gray,"$39,888",https://www.carpages.ca/used-cars/manitoba/winnipeg/2018-toyota-rav4-8131249/
895,2022 Jeep Wrangler,Black,"$76,785",https://www.carpages.ca/new-cars/ontario/thornhill/2022-jeep-wrangler-8130508/
896,2022 Ford F-150,STAR WHITE MET TRI-COAT,"$73,750",https://www.carpages.ca/new-cars/ontario/mississauga/2022-ford-f-150-8129962/
897,2021 Land Rover Range Rover Velar,Blue,"$85,478",https://www.carpages.ca/new-cars/alberta/edmonton/2021-land-rover-range-rover-velar-8127391/
898,2019 Toyota Camry,Brownstone,"$42,499",https://www.carpages.ca/used-cars/manitoba/winnipeg/2019-toyota-camry-8126986/
899,2020 Land Rover Range Rover,Black,"$89,995",https://www.carpages.ca/new-cars/alberta/edmonton/2020-land-rover-range-rover-8119678/
900,2020 Mercedes-Benz E-Class,Obsidian Black Metallic,"$97,900",https://www.carpages.ca/used-cars/manitoba/winnipeg/2020-mercedes-benz-e-class-8118787/
901,2022 Jeep Wrangler,Gray,"$76,540",https://www.carpages.ca/new-cars/ontario/thornhill/2022-jeep-wrangler-8118604/
902,2020 Ford Fusion,,"$33,495",https://www.carpages.ca/used-cars/ontario/mississauga/2020-ford-fusion-8116027/
903,2020 Ford Escape,,"$40,495",https://www.carpages.ca/used-cars/ontario/mississauga/2020-ford-escape-8116012/
904,2020 Ford Escape,,"$40,495",https://www.carpages.ca/used-cars/ontario/mississauga/2020-ford-escape-8116006/
905,2020 Ford Fusion,,"$33,585",https://www.carpages.ca/used-cars/ontario/mississauga/2020-ford-fusion-8115985/
906,2020 Ford Fusion,,"$33,095",https://www.carpages.ca/used-cars/ontario/mississauga/2020-ford-fusion-8115958/
907,2020 Ford Fusion,,"$33,585",https://www.carpages.ca/used-cars/ontario/mississauga/2020-ford-fusion-8115952/
908,2020 Ford Fusion,Agate Black,"$33,034",https://www.carpages.ca/used-cars/ontario/guelph/2020-ford-fusion-8115916/
909,2020 Ford Fusion,Agate Black,"$32,290",https://www.carpages.ca/used-cars/ontario/guelph/2020-ford-fusion-8115904/
910,2021 Tesla Model 3,White,"$68,700",https://www.carpages.ca/used-cars/ontario/oakville/2021-tesla-model-3-8114164/
911,2022 Jeep Wrangler,White,"$75,140",https://www.carpages.ca/new-cars/ontario/bolton/2022-jeep-wrangler-8112595/
912,2022 Jeep Wrangler,Black,"$74,785",https://www.carpages.ca/new-cars/ontario/bolton/2022-jeep-wrangler-8112553/
913,2022 Jeep Wrangler,Tuscadero Pearl,"$74,935",https://www.carpages.ca/new-cars/ontario/bolton/2022-jeep-wrangler-8112547/
914,2022 Jeep Wrangler,Gray,"$75,998",https://www.carpages.ca/new-cars/ontario/thornhill/2022-jeep-wrangler-8112430/
915,2022 Ford F-150,Rapid Red,"$77,645",https://www.carpages.ca/new-cars/ontario/peterborough/2022-ford-f-150-8111989/
916,2022 Ford Escape,Oxford White,"$40,144",https://www.carpages.ca/new-cars/ontario/peterborough/2022-ford-escape-8111986/
917,2022 Ford F-250,Oxford White,"$58,920",https://www.carpages.ca/new-cars/ontario/peterborough/2022-ford-f-250-8111980/
918,2022 Ford Escape,Oxford White,"$40,144",https://www.carpages.ca/new-cars/ontario/peterborough/2022-ford-escape-8111977/
919,2022 Ford Escape,Oxford White,"$40,144",https://www.carpages.ca/new-cars/ontario/peterborough/2022-ford-escape-8111968/
920,2022 Ford Transit,Oxford White,"$56,765",https://www.carpages.ca/new-cars/ontario/peterborough/2022-ford-transit-8111965/
921,2022 Ford Escape,Oxford White,"$40,144",https://www.carpages.ca/new-cars/ontario/peterborough/2022-ford-escape-8111953/
922,2022 Ford F-150,ARTISAN BLUE,"$66,219",https://www.carpages.ca/new-cars/ontario/peterborough/2022-ford-f-150-8111950/
923,2022 Ford F-150,Asher Grey,"$77,665",https://www.carpages.ca/new-cars/ontario/peterborough/2022-ford-f-150-8111941/
924,2022 Ford Transit,Oxford White,"$56,765",https://www.carpages.ca/new-cars/ontario/peterborough/2022-ford-transit-8111938/
925,2022 Ford Escape,Oxford White,"$40,144",https://www.carpages.ca/new-cars/ontario/peterborough/2022-ford-escape-8111932/
926,2021 Tesla Model 3,Black,"$64,700",https://www.carpages.ca/used-cars/ontario/oakville/2021-tesla-model-3-8109601/
927,2022 Chrysler Pacifica,Bright White,"$58,940",https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-chrysler-pacifica-8108812/
928,2020 Mercedes-Benz GLE,Iridium Silver Metallic,"$84,500",https://www.carpages.ca/used-cars/manitoba/winnipeg/2020-mercedes-benz-gle-8103574/
929,2022 Kia Sorento,Red,"$57,794",https://www.carpages.ca/new-cars/ontario/hamilton/2022-kia-sorento-8103523/
930,2022 Kia NIRO,Blue,"$41,705",https://www.carpages.ca/new-cars/ontario/hamilton/2022-kia-niro-8103460/
931,2018 Ford Fusion,Blue,"$24,495",https://www.carpages.ca/used-cars/ontario/guelph/2018-ford-fusion-8102803/
932,2022 Ford Escape,Carbonized Grey Metallic,"$41,294",https://www.carpages.ca/new-cars/ontario/listowel/2022-ford-escape-8100310/
933,2022 Ford Escape,STAR WHITE MET TRI-COAT,"$46,094",https://www.carpages.ca/new-cars/ontario/listowel/2022-ford-escape-8100103/
934,2022 BMW X3,Black,"$79,415",https://www.carpages.ca/new-cars/ontario/sudbury/2022-bmw-x3-8100016/
935,2022 Ford F-150,Atlas Blue Metallic,"$65,390",https://www.carpages.ca/new-cars/ontario/ottawa/2022-ford-f-150-8098039/
936,2022 Ford Escape,Carbonized Grey Metallic,"$49,094",https://www.carpages.ca/new-cars/british-columbia/sechelt/2022-ford-escape-8097619/
937,2019 Ford Fusion,White,"$27,988",https://www.carpages.ca/used-cars/nova-scotia/yarmouth/2019-ford-fusion-8097172/
938,2019 Jeep Wrangler,Granite Crystal Metallic Clearcoat,"$57,995",https://www.carpages.ca/used-cars/alberta/calgary/2019-jeep-wrangler-8096728/
939,2022 Volvo V90,Platinum Grey,"$89,115",https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-volvo-v90-8096236/
940,2019 Ford Fusion,White,"$27,988",https://www.carpages.ca/used-cars/nova-scotia/dartmouth/2019-ford-fusion-8094286/
941,2022 Volvo V90,Onyx Black Metallic,"$77,660",https://www.carpages.ca/new-cars/nova-scotia/halifax/2022-volvo-v90-8093872/
942,2018 Ford F-150,Stone Grey,"$45,998",https://www.carpages.ca/used-cars/ontario/mississauga/2018-ford-f-150-8093623/
943,2022 RAM 1500,Black,"$74,762",https://www.carpages.ca/new-cars/british-columbia/richmond/2022-ram-1500-8089177/
944,2021 Jeep Wrangler,Black,"$59,355",https://www.carpages.ca/new-cars/british-columbia/richmond/2021-jeep-wrangler-8088634/
945,2021 Jeep Wrangler,Grey,"$59,355",https://www.carpages.ca/new-cars/british-columbia/richmond/2021-jeep-wrangler-8088619/
946,2021 Jeep Wrangler,Black,"$59,355",https://www.carpages.ca/new-cars/british-columbia/richmond/2021-jeep-wrangler-8088508/
947,2022 RAM 1500,Grey,"$75,048",https://www.carpages.ca/new-cars/british-columbia/richmond/2022-ram-1500-8088178/
948,2022 RAM 1500,Black,"$75,093",https://www.carpages.ca/new-cars/british-columbia/richmond/2022-ram-1500-8088172/
949,2021 Tesla Model 3,White,"$69,700",https://www.carpages.ca/used-cars/ontario/oakville/2021-tesla-model-3-8087062/
950,2022 Ford Transit,Asher Grey,"$63,760",https://www.carpages.ca/new-cars/ontario/peterborough/2022-ford-transit-8085556/
951,2022 Ford F-150,Asher Grey,"$66,909",https://www.carpages.ca/new-cars/ontario/peterborough/2022-ford-f-150-8085553/
952,2022 Ford Transit,Oxford White,"$53,355",https://www.carpages.ca/new-cars/ontario/peterborough/2022-ford-transit-8085526/
953,2022 Ford F-150,Agate Black,"$64,939",https://www.carpages.ca/new-cars/ontario/peterborough/2022-ford-f-150-8085520/
954,2020 Land Rover Range Rover,White,"$102,995",https://www.carpages.ca/used-cars/alberta/edmonton/2020-land-rover-range-rover-8082865/
955,2019 Toyota Prius,Gray,"$36,888",https://www.carpages.ca/used-cars/british-columbia/coquitlam/2019-toyota-prius-8080693/
956,2021 Nissan Leaf,Red,"$44,990",https://www.carpages.ca/used-cars/ontario/london/2021-nissan-leaf-8079487/
957,2013 Tesla Model S,Gray,"$49,988",https://www.carpages.ca/used-cars/alberta/calgary/2013-tesla-model-s-8079145/
958,2021 Jeep Wrangler,FIRECRACKER RED,"$59,844",https://www.carpages.ca/new-cars/saskatchewan/regina/2021-jeep-wrangler-8077789/
959,2021 Jeep Wrangler,Black,"$61,334",https://www.carpages.ca/new-cars/saskatchewan/regina/2021-jeep-wrangler-8077786/
960,2022 Ford Mustang MACH-E,SHADOW BLACK,"$92,880",https://www.carpages.ca/new-cars/british-columbia/sechelt/2022-ford-mustang-mach-e-8077717/
961,2022 Hyundai Santa Fe,White,"$50,524",https://www.carpages.ca/new-cars/nova-scotia/halifax/2022-hyundai-santa-fe-8077588/
962,2022 RAM 1500,Billet Silver Metallic,"$80,835",https://www.carpages.ca/new-cars/nova-scotia/halifax/2022-ram-1500-8077567/
